conversation_id,root_tweet_id,customer_id,preliminary_intent,customer_initial_query,clean_customer_query,agent_first_reply,clean_agent_reply,num_turns,has_link_or_dm
conv_361078,361078,201500,hardware_repair_service,@AppleSupport my phone won’t turn back on most times and when it does it has this ringer symbol permanently on. Can we set up an appointment,my phone won’t turn back on most times and when it does it has this ringer symbol permanently on. Can we set up an appointment,@201500 We're happy to assist. What country are you currently located in?,We're happy to assist. What country are you currently located in?,4,False
conv_361748,361748,201678,hardware_repair_service,@AppleSupport awful phone cst support in Portugal with absurd repair timeframes when compared to other countries... change to other brand? Y,awful phone cst support in Portugal with absurd repair timeframes when compared to other countries... change to other brand? Y,@201678 Hello. We'll be glad to look into this further. Please DM us and share a few details to get started. https://t.co/GDrqU22YpT,Hello. We'll be glad to look into this further. Please DM us and share a few details to get started.,2,True
conv_361777,361777,201688,hardware_repair_service,My @115858 laptop just refuses to turn on two months after the warranty finished. Are you kidding me ? @AppleSupport,My @115858 laptop just refuses to turn on two months after the warranty finished. Are you kidding me ? @AppleSupport,@201688 Let's see if there is something we can do to help you out. What happens when you try to power on? DM us and we'll make a plan.,Let's see if there is something we can do to help you out. What happens when you try to power on? DM us and we'll make a plan.,3,True
conv_365669,365669,202618,hardware_repair_service,I hope ringing @AppleSupport doesn't cost too much.. they just put me on hold for nearly half an hour and then didn't even solve my problem🙄,I hope ringing @AppleSupport doesn't cost too much.. they just put me on hold for nearly half an hour and then didn't even solve my problem🙄,"@202618 We can look into this together. To get started, DM us some details about the situation https://t.co/GDrqU22YpT","We can look into this together. To get started, DM us some details about the situation",2,True
conv_370175,370175,203670,hardware_repair_service,Hey @AppleSupport what’s this? Every time I (and others) type “I️” it wants to replace with this weird “ A ? “ thing. #StrangerThings https://t.co/IjlsTFYYAp,Hey @AppleSupport what’s this? Every time I (and others) type “I️” it wants to replace with this weird “ A ? “ thing. #StrangerThings,@203670 We'd be happy to work with you on getting your keyboard working properly again. Send us a DM and we'll begin. https://t.co/GDrqU22YpT,We'd be happy to work with you on getting your keyboard working properly again. Send us a DM and we'll begin.,2,True
conv_372225,372225,204184,hardware_repair_service,@AppleSupport I have an iPhone 6plus that has the multitouch error. What do I do now that stores no longer carry a replacement device?,I have an iPhone 6plus that has the multitouch error. What do I do now that stores no longer carry a replacement device?,@204184 Let's look into this together. Here's a link to DM us. https://t.co/GDrqU22YpT,Let's look into this together. Here's a link to DM us.,2,True
conv_372497,372497,204260,hardware_repair_service,@AppleSupport Siri won't tell me Florida State's record? I believe my device may be broken or have a virus?! 😰 please advise 😨 https://t.co/8STBBEozbG,Siri won't tell me Florida State's record? I believe my device may be broken or have a virus?! 😰 please advise 😨,@204260 We'd be happy to look into this. Can you DM us what version of iOS you are running? https://t.co/GDrqU22YpT,We'd be happy to look into this. Can you DM us what version of iOS you are running?,2,True
conv_373972,373972,204639,hardware_repair_service,@AppleSupport Why can’t I trade my iPad in for an Apple Store Gift Card at the Michigan Ave store?,Why can’t I trade my iPad in for an Apple Store Gift Card at the Michigan Ave store?,@204639 We'll be glad to look into this with you. We got your DM and will continue with you there.,We'll be glad to look into this with you. We got your DM and will continue with you there.,2,True
conv_11655,11655,118248,order_shipping,@AppleSupport is my #IphoneX really going to ship between December 5-11? I preorder right when preordering open at 12:01,is my #IphoneX really going to ship between December 5-11? I preorder right when preordering open at 12:01,@118248 Thank you for reaching out. May we ask where you're located? Let us know in DM. https://t.co/GDrqU22YpT,Thank you for reaching out. May we ask where you're located? Let us know in DM.,2,True
conv_36032,36032,123831,order_shipping,@applesupport Upgraded to #macOS #HighSierra - noticed that my iMessages/SMS are coming in out of order. Appear fine on my iPhone. Thoughts?,Upgraded to #macOS #HighSierra - noticed that my iMessages/SMS are coming in out of order. Appear fine on my iPhone. Thoughts?,"@123831 Let's work together to find the best solution. To clarify, have you tried quitting the Messages app and restarting?","Let's work together to find the best solution. To clarify, have you tried quitting the Messages app and restarting?",8,False
conv_39668,39668,124681,order_shipping,"PT1. @AppleSupport I pre-approved my iPhone X then ordered it at 301 am, your database is shipping the phone to a fake address due to a typo","PT1. @AppleSupport I pre-approved my iPhone X then ordered it at 301 am, your database is shipping the phone to a fake address due to a typo",@124681 Thanks for reaching out.  Let's get you in touch with an Apple Online Store Advisor at: https://t.co/8yjRd1Xo0i.,Thanks for reaching out. Let's get you in touch with an Apple Online Store Advisor at:,8,True
conv_46574,46574,126346,order_shipping,"@AppleSupport hello, my iPhone X order says it’s “prepearing to ship” since saturday and it still hasnt changed it’s status.. what happened?","hello, my iPhone X order says it’s “prepearing to ship” since saturday and it still hasnt changed it’s status.. what happened?","@126346 Thanks for reaching out. Send us a DM, and let us know which country you're located in. https://t.co/GDrqU22YpT","Thanks for reaching out. Send us a DM, and let us know which country you're located in.",2,True
conv_50071,50071,127212,order_shipping,@AppleSupport My iPhone X is supposed to arrive on Friday but my order still says it’s being prepared for shipping,My iPhone X is supposed to arrive on Friday but my order still says it’s being prepared for shipping,@127212 We'd like to help any way we can over Twitter. Please DM us the country you're located in here: https://t.co/GDrqU22YpT,We'd like to help any way we can over Twitter. Please DM us the country you're located in here:,3,True
conv_57486,57486,119578,order_shipping,@AppleSupport how come my iPhone still says preparing for shipment even though it’s already been shipped?,how come my iPhone still says preparing for shipment even though it’s already been shipped?,@119578 Get in touch with our Apple Online Store team for further assistance. Reach out to them here: https://t.co/RmFSlCBcIE,Get in touch with our Apple Online Store team for further assistance. Reach out to them here:,2,True
conv_57488,57488,129040,order_shipping,"@AppleSupport Hi, do you have french support ?
I want to change my delivery address on an order placed
Thanls","Hi, do you have french support ? I want to change my delivery address on an order placed Thanls",@129040 We'd be happy to get you pointed in the right direction. Could you DM us what country you are in? https://t.co/GDrqU22YpT,We'd be happy to get you pointed in the right direction. Could you DM us what country you are in?,2,True
conv_58798,58798,129386,order_shipping,@AppleSupport I order my phone at 3:01 27th get a confirmation from Best Buy I’m getting my phone on 11/3 now they said that’s not true!,I order my phone at 3:01 27th get a confirmation from Best Buy I’m getting my phone on 11/3 now they said that’s not true!,@129386 We know you must be eager to receive your order. We'd suggest contacting BestBuy directly for help with tracking this order.,We know you must be eager to receive your order. We'd suggest contacting BestBuy directly for help with tracking this order.,4,False
conv_58842,58842,129399,order_shipping,Still no shipping confirmation from @AppleSupport @115858 on my phone yet 🤔😒,Still no shipping confirmation from @AppleSupport @115858 on my phone yet 🤔😒,@129399 We'd like to help any way we can over Twitter. Please DM us the country you're within here: https://t.co/GDrqU22YpT,We'd like to help any way we can over Twitter. Please DM us the country you're within here:,2,True
conv_61074,61074,129980,order_shipping,@AppleSupport no shipping confirmation on my X. Hoping it’s not an issue I should be conflcerned with,no shipping confirmation on my X. Hoping it’s not an issue I should be conflcerned with,@129980 Were you able to take a look at your order through the link we previously sent?,Were you able to take a look at your order through the link we previously sent?,4,False
conv_65659,65659,131029,order_shipping,"@AppleSupport when vpn status is connected, it is supposed to see a vpn-is-on notification on the upper left corner, while it is not case with my iphone6, ios11.1.2","when vpn status is connected, it is supposed to see a vpn-is-on notification on the upper left corner, while it is not case with my iphone6, ios11.1.2",@131029 Thanks for reaching out. DM the country or region where you are currently located to get started. https://t.co/GDrqU22YpT,Thanks for reaching out. DM the country or region where you are currently located to get started.,4,True
conv_90535,90535,135590,order_shipping,"@AppleSupport please stop using @122232 for delivery, new phone held up in depo for 2 days, no updates, no response on phone, email, twitter","please stop using @122232 for delivery, new phone held up in depo for 2 days, no updates, no response on phone, email, twitter",@135590 Are you using the link from the previous message?,Are you using the link from the previous message?,5,False
conv_90594,90594,135606,order_shipping,"@AppleSupport  I've lost my I phone 6 on Wednesday night in Kolkata, India  please help me to find the phone or track the phone.","I've lost my I phone 6 on Wednesday night in Kolkata, India please help me to find the phone or track the phone.","@135606 This is never a fun experience. Did you have iCloud with Find My iPhone enabled on the device? If so, you can go to https://t.co/tmRhWEkIq4 to track the device.","This is never a fun experience. Did you have iCloud with Find My iPhone enabled on the device? If so, you can go to to track the device.",2,True
conv_94878,94878,136198,order_shipping,"@115858 @1647 @122986 I’m disappointed with @115858 @AppleSupport I think I’ll never going to order something again on apple, I'm almost canceling my order and I'm almost going to the @1647 or @122986 competition after being an apple customer for more than 10 years","I’m disappointed with @115858 @AppleSupport I think I’ll never going to order something again on apple, I'm almost canceling my order and I'm almost going to the @1647 or @122986 competition after being an apple customer for more than 10 years","@136198 We’d like to understand more about what's going on. Please DM us some details, and which country you're in, and we’ll take a look with you. https://t.co/GDrqU22YpT","We’d like to understand more about what's going on. Please DM us some details, and which country you're in, and we’ll take a look with you.",2,True
conv_107358,107358,139843,order_shipping,"@AppleSupport ok... woke up yesterday and my podcast app had changed AGAIN. My subscriptions disappeared, and when it restored all my new subs were gone. Also the Listen Now is in NO order whatsoever. How can I get my old app back? https://t.co/aemWLxGmmE","ok... woke up yesterday and my podcast app had changed AGAIN. My subscriptions disappeared, and when it restored all my new subs were gone. Also the Listen Now is in NO order whatsoever. How can I get my old app back?",@139843 We know how important it is to enjoy your podcasts and we're happy to do everything we can to help. Let's pick back up where we left off. Please DM us to continue. https://t.co/GDrqU22YpT,We know how important it is to enjoy your podcasts and we're happy to do everything we can to help. Let's pick back up where we left off. Please DM us to continue.,2,True
conv_112897,112897,141097,order_shipping,"@AppleSupport, trade-in phone is due but my new phone hasn’t delivered. Help!",", trade-in phone is due but my new phone hasn’t delivered. Help!",@141097 We'd be happy to point you in the right direction! Reach out to our Sales Team for further assistance with that here: https://t.co/8yjRd1Xo0i,We'd be happy to point you in the right direction! Reach out to our Sales Team for further assistance with that here:,2,True
conv_122349,122349,143289,order_shipping,"Hi @AppleSupport 
I have some problems with my iPhone X order and shipping
Can u help me?",Hi @AppleSupport I have some problems with my iPhone X order and shipping Can u help me?,@143289 Hello. We look forward to you enjoying your new iPhone X. Our Apple Online Store team can check into this for you. Please reach out to them directly here:  https://t.co/8yjRd1Xo0i,Hello. We look forward to you enjoying your new iPhone X. Our Apple Online Store team can check into this for you. Please reach out to them directly here:,2,True
conv_148200,148200,149715,order_shipping,@AppleSupport I have a question about shipment method. Will you help me with that?,I have a question about shipment method. Will you help me with that?,"@149715 Hey there! For questions about shipping, billing and purchases, reach out to our Online Sales Team here: https://t.co/8yjRd1Xo0i","Hey there! For questions about shipping, billing and purchases, reach out to our Online Sales Team here:",2,True
conv_151467,151467,150590,order_shipping,Hey @AppleSupport @115858 one would assume with ~$250B cash on hand you could get some developers to get this fixed. Second day in a row with this error -checking order status. https://t.co/3Tmum44O05,Hey @AppleSupport @115858 one would assume with ~$250B cash on hand you could get some developers to get this fixed. Second day in a row with this error -checking order status.,@150590 Let's get you to the right place to check on your order status. Reach out to our Sales Support via this link: https://t.co/8yjRd1Xo0i,Let's get you to the right place to check on your order status. Reach out to our Sales Support via this link:,2,True
conv_152954,152954,150991,order_shipping,@AppleSupport hi I've had a phone repaired & the courier has signed for it on my behalf. I need to escalate this as it's not been delivered . Could you please assist?,hi I've had a phone repaired & the courier has signed for it on my behalf. I need to escalate this as it's not been delivered . Could you please assist?,@150991 We'd like to help. DM us more about what's going on and we'll go from there. https://t.co/GDrqU22YpT,We'd like to help. DM us more about what's going on and we'll go from there.,3,True
conv_161283,161283,153207,order_shipping,"@AppleSupport @115858 My iphone x (ordrd on the 27th of Oct,morning) was to be delivered between 17th-24th of November. The status shows my shipment to b in Korea!!!!! With no estimated date of delivery! This is really frustrating and not at all expected from you guys..","My iphone x (ordrd on the 27th of Oct,morning) was to be delivered between 17th-24th of November. The status shows my shipment to b in Korea!!!!! With no estimated date of delivery! This is really frustrating and not at all expected from you guys..",@153207 We understand your frustration and want to help you. DM us so we can better assist you: https://t.co/GDrqU22YpT,We understand your frustration and want to help you. DM us so we can better assist you:,3,True
conv_205675,205675,164735,order_shipping,@AppleSupport due to delivery probs from EE of Apple Watch if I purchased series 3 Watch in USA would it work in Uk on EE,due to delivery probs from EE of Apple Watch if I purchased series 3 Watch in USA would it work in Uk on EE,@164735 Great question! It's not possible to use an Apple Watch from a different country with your cellular plan. https://t.co/WuqDNKIme1,Great question! It's not possible to use an Apple Watch from a different country with your cellular plan.,4,True
conv_208582,208582,165336,order_shipping,"@AppleSupport not happy that on ordering it tells me ""signature required for delivery"" and then the shipping email tells me ""no signature"" https://t.co/YLIs1VHTsQ","not happy that on ordering it tells me ""signature required for delivery"" and then the shipping email tells me ""no signature""",@165336 We're here to help. Please reach out to our Apple Online Store Support team here: https://t.co/8yjRd1Xo0i,We're here to help. Please reach out to our Apple Online Store Support team here:,2,True
conv_243335,243335,173789,order_shipping,@115858 @AppleSupport @116333 appalling telephone customer service. So shocking in fact; I cancelled my £2000 order. #NeverAgain,appalling telephone customer service. So shocking in fact; I cancelled my £2000 order. #NeverAgain,@173789 Thanks for reaching out. DM us more info about your experience and we'll get you to the right spot. https://t.co/GDrqU22YpT,Thanks for reaching out. DM us more info about your experience and we'll get you to the right spot.,2,True
conv_244588,244588,174108,order_shipping,@applesupport im having a lot of trouble with my watch. Whenever I launch the running app it doesn’t track the mileage.,im having a lot of trouble with my watch. Whenever I launch the running app it doesn’t track the mileage.,@174108 We want to help! Are these the steps you used to track your workout: https://t.co/ik0A8dg7Jt,We want to help! Are these the steps you used to track your workout:,4,True
conv_245354,245354,174253,order_shipping,@AppleSupport how do I turn shuffle off? I just want the tracks to play in album-order? https://t.co/uGIOkRVgUQ,how do I turn shuffle off? I just want the tracks to play in album-order?,@174253 Great question. We can offer some guidance. This article will show you how to turn Shuffle on/off: https://t.co/Q3ojzTGrTU,Great question. We can offer some guidance. This article will show you how to turn Shuffle on/off:,2,True
conv_249329,249329,175238,order_shipping,"@AppleSupport having issues tracking my order, keep getting “something went wrong with your request” message.","having issues tracking my order, keep getting “something went wrong with your request” message.","@175238 We can understand wanting to track your order. If you're running into issues, we’d like to get you in touch with our Apple Online Store team for further assistance. You can reach out to them here: https://t.co/RmFSlCBcIE","We can understand wanting to track your order. If you're running into issues, we’d like to get you in touch with our Apple Online Store team for further assistance. You can reach out to them here:",2,True
conv_257769,257769,177320,order_shipping,@115858 @AppleSupport I've been waiting over a week for my order which was supposed to be next day delivery... #pleasehelp #nomoreholdmusic,I've been waiting over a week for my order which was supposed to be next day delivery... #pleasehelp #nomoreholdmusic,@177320 Let's take a look at this for you. Reach out to us in DM. https://t.co/GDrqU22YpT,Let's take a look at this for you. Reach out to us in DM.,2,True
conv_274966,274966,181692,order_shipping,@AppleSupport I bought this Maroon 5 collection but none of the track names show up. I restarted my phone and that didn’t help. https://t.co/IccihRgx5D,I bought this Maroon 5 collection but none of the track names show up. I restarted my phone and that didn’t help.,@181692 We want to help! What model of iOS device are you using? Do you have the most recent version of iOS 11.1.2 installed? DM us and let us know! https://t.co/GDrqU22YpT,We want to help! What model of iOS device are you using? Do you have the most recent version of iOS 11.1.2 installed? DM us and let us know!,2,True
conv_334125,334125,195605,order_shipping,@AppleSupport how can I get a bulk educator order quote?,how can I get a bulk educator order quote?,@195605 We're thrilled to hear you're interested in products for education! Here's our contact information: https://t.co/RmFSlCBcIE,We're thrilled to hear you're interested in products for education! Here's our contact information:,4,True
conv_384060,384060,206973,order_shipping,@AppleSupport how do I fix my songs being out of order and an album? https://t.co/PwqhixFAts,how do I fix my songs being out of order and an album?,@206973 We'd like to help. Are these songs purchased from iTunes or downloaded from Apple Music? Let us know via DM to get started. https://t.co/GDrqU22YpT,We'd like to help. Are these songs purchased from iTunes or downloaded from Apple Music? Let us know via DM to get started.,2,True
conv_388954,388954,208035,order_shipping,@AppleSupport since updated to ios11.0.2 my maps won’t track my location when driving - anyideas how to fix? Tried resetting settings etc,since updated to ios11.0.2 my maps won’t track my location when driving - anyideas how to fix? Tried resetting settings etc,"@208035 We'd love to help. Does this happen with the native Maps app, third-party app, or both? Does the issue persist even after a restart?","We'd love to help. Does this happen with the native Maps app, third-party app, or both? Does the issue persist even after a restart?",2,False
conv_427857,427857,216748,order_shipping,Can't believe @115858 delivery can be so crap!!! @AppleSupport I am just so disappointed I think I should take my hard earned money elsewhere,Can't believe @115858 delivery can be so crap!!! @AppleSupport I am just so disappointed I think I should take my hard earned money elsewhere,@216748 We'd like to look into this with you. Please DM us more about what's happened. https://t.co/GDrqU22YpT,We'd like to look into this with you. Please DM us more about what's happened.,2,True
conv_447459,447459,220983,order_shipping,@AppleSupport I recieved a text message saying a order was ready for pick up and I never placed a order so I'm just wondering what I should Do?,I recieved a text message saying a order was ready for pick up and I never placed a order so I'm just wondering what I should Do?,"@220983 If you're unsure what the message is regarding, we advise not to respond to any links that may be contained in it, and contact our Online Sales Team to inquire about the order and message. Our site https://t.co/RmFSlCBcIE should have their contact info.","If you're unsure what the message is regarding, we advise not to respond to any links that may be contained in it, and contact our Online Sales Team to inquire about the order and message. Our site should have their contact info.",4,True
conv_450342,450342,221749,order_shipping,@AppleSupport I got an email saying I need to reply with my full delivery address yet the email was from __email__??,I got an email saying I need to reply with my full delivery address yet the email was from __email__??,@221749 Let's take a look at this email in DM. Follow us there using the link below: https://t.co/GDrqU22YpT,Let's take a look at this email in DM. Follow us there using the link below:,2,True
conv_487871,487871,231124,order_shipping,"@AppleSupport I preordered new U2 album, and now is available. The songs will not play in album order on my iPhone, with prereleased songs last in list. How can I play in order? Driving me nuts.","I preordered new U2 album, and now is available. The songs will not play in album order on my iPhone, with prereleased songs last in list. How can I play in order? Driving me nuts.","@231124 Let's figure this out together. Since noticing this, have you powered off the device and powered it back on? Does that resolve the issue?","Let's figure this out together. Since noticing this, have you powered off the device and powered it back on? Does that resolve the issue?",6,False
conv_487916,487916,231133,order_shipping,@AppleSupport pls pls pls fix the third party plugin arrangements system in logic x as all the 3rd party plugins are in non-alphabetical order #logicx #HighSierra #apple,pls pls pls fix the third party plugin arrangements system in logic x as all the 3rd party plugins are in non-alphabetical order #logicx #HighSierra #apple,@231133 We've got a great team to assist you with Logic X. Reach out to them here: https://t.co/IBIY3vMgPj,We've got a great team to assist you with Logic X. Reach out to them here:,2,True
conv_498555,498555,234009,order_shipping,"@AppleSupport when I’m playing my music, a track keeps repeating rather than going to he next track. Only started doing it today,any clues to stop it ?. Thanks","when I’m playing my music, a track keeps repeating rather than going to he next track. Only started doing it today,any clues to stop it ?. Thanks",@234009 Thanks for contacting us. We'd be happy to help in any way we can. Could you please tell us what device and app you're using?,Thanks for contacting us. We'd be happy to help in any way we can. Could you please tell us what device and app you're using?,4,False
conv_514829,514829,144856,order_shipping,@AppleSupport I bought this album but track 3 won’t download and isnt showing up https://t.co/vS5UOSHoWX,I bought this album but track 3 won’t download and isnt showing up,"@144856 Based on the photo, we can see track three. What happens if you tap on it?","Based on the photo, we can see track three. What happens if you tap on it?",4,False
conv_520239,520239,240068,order_shipping,@AppleSupport  iphone x bought on apple want to switch carrier from t-mobile to verizon -- rep had a problem finding my order + put on hold forever and failed to transfer to manager!!! ... can anyone help me?,iphone x bought on apple want to switch carrier from t-mobile to verizon -- rep had a problem finding my order + put on hold forever and failed to transfer to manager!!! ... can anyone help me?,@240068 We'd love to help you get this order sorted out. Please reach out to our Apple Online Store Support team for assistance here:  https://t.co/8yjRd2eYRQ,We'd love to help you get this order sorted out. Please reach out to our Apple Online Store Support team for assistance here:,5,True
conv_542303,542303,245858,order_shipping,"@AppleSupport Hi, I updated my phone to the lastest software 2 days ago & since then my iMessages are no longer in chronological order. Can you advise how to fix this please?","Hi, I updated my phone to the lastest software 2 days ago & since then my iMessages are no longer in chronological order. Can you advise how to fix this please?","@245858 Hello. We'd love to team up with you to get this sorted. Have you tried restarting your phone to see if the issue persists? If so, let's force close the Message app and try it again. Here's how: https://t.co/RqqIctrDWV","Hello. We'd love to team up with you to get this sorted. Have you tried restarting your phone to see if the issue persists? If so, let's force close the Message app and try it again. Here's how:",2,True
conv_548141,548141,247548,order_shipping,"Dear @AppleSupport any chance to place an order while travelling outside my country and ship it to my family in other country? it seams like you don't realise that people are mobile and economy is connected, not USbased only","Dear @AppleSupport any chance to place an order while travelling outside my country and ship it to my family in other country? it seams like you don't realise that people are mobile and economy is connected, not USbased only",@247548 Best bet would be to reach out to our Online Sales team for help with this. https://t.co/RmFSlCBcIE,Best bet would be to reach out to our Online Sales team for help with this.,2,True
conv_554817,554817,202938,order_shipping,@AppleSupport it's good to want to take my iPhone service .. but the person was wrong in my email .. I have no order summary or intervention voucher .. they come to get my iPhone 5 December! 🤔🤔,it's good to want to take my iPhone service .. but the person was wrong in my email .. I have no order summary or intervention voucher .. they come to get my iPhone 5 December! 🤔🤔,@202938 We'd like to look into what's happening with you. Could you join us in DM with more info on what's happening? https://t.co/GDrqU22YpT,We'd like to look into what's happening with you. Could you join us in DM with more info on what's happening?,2,True
conv_564026,564026,252087,order_shipping,@UPSHelp @115817 @115858 @AppleSupport not impressed with how my new iMac was delivered! https://t.co/THMCBHq5tb,not impressed with how my new iMac was delivered!,@252087 We'd like to look into this with you. Please DM us and let us know if the Mac is working properly. https://t.co/GDrqU22YpT,We'd like to look into this with you. Please DM us and let us know if the Mac is working properly.,2,True
conv_31447,31447,122936,general_inquiry_other,"Hey @AppleSupport So it’s been like this for a while, from 10.13 to 10.13.1, even under the Technology Preview version, any idea? https://t.co/HEAH6jsNi3","Hey @AppleSupport So it’s been like this for a while, from 10.13 to 10.13.1, even under the Technology Preview version, any idea?",@122936 We want to take a look at this with you. Reach out to us in DM with more information. https://t.co/GDrqU22YpT,We want to take a look at this with you. Reach out to us in DM with more information.,2,True
conv_31476,31476,122943,general_inquiry_other,@115858 HELP how can I fix this problem immediately ? #Apple #iOS11 @AppleSupport,HELP how can I fix this problem immediately ? #Apple #iOS11 @AppleSupport,@122943 We've gotten your DM and will continue working with you there.,We've gotten your DM and will continue working with you there.,2,True
conv_31893,31893,123045,general_inquiry_other,"I️ hate Chang sometimes, I️ really do.

@AppleSupport, fix the mystery boxes please. https://t.co/w6FieKqMWo","I️ hate Chang sometimes, I️ really do. @AppleSupport, fix the mystery boxes please.",@123045 We certainly want to help! Which version of iOS are you currently running? Have you updated to iOS 11.1?,We certainly want to help! Which version of iOS are you currently running? Have you updated to iOS 11.1?,6,False
conv_31901,31901,123049,general_inquiry_other,Nope. @AppleSupport what is going on?,Nope. @AppleSupport what is going on?,"@123049 We'll be happy to look into this with you. To get started, let us know which iOS version you have installed.","We'll be happy to look into this with you. To get started, let us know which iOS version you have installed.",2,False
conv_31908,31908,123051,general_inquiry_other,@1111 @AppleSupport Yes. It became unstable :(,Yes. It became unstable :(,@123051 We understand your concern. Let's work together to solve these issues. Does this Wi-Fi issue happen on all networks?,We understand your concern. Let's work together to solve these issues. Does this Wi-Fi issue happen on all networks?,2,False
conv_31921,31921,123056,general_inquiry_other,Is it just me or does the X to close out your notifications only show up sometimes? Does anyone know how to fix that? @AppleSupport https://t.co/qtY6wnrl19,Is it just me or does the X to close out your notifications only show up sometimes? Does anyone know how to fix that? @AppleSupport,@123056 This is the expected behavior for notifications. Take a look at this: https://t.co/2txgOv5s2M,This is the expected behavior for notifications. Take a look at this:,4,True
conv_31926,31926,123057,general_inquiry_other,"@AppleSupport received this email which i believe happened to be a scammer, sender’s email is suspicious tho. Could u pls clarify this up? https://t.co/Lle0QVQaUP","received this email which i believe happened to be a scammer, sender’s email is suspicious tho. Could u pls clarify this up?",@123057 This is not a legitimate email from Apple. This article explains how to identify and report the email: https://t.co/LNMCdqt6fD,This is not a legitimate email from Apple. This article explains how to identify and report the email:,4,True
conv_31938,31938,123062,general_inquiry_other,@AppleSupport whenever I️ type the letter “i” it auto corrects to a “a ?” What is going on!????,whenever I️ type the letter “i” it auto corrects to a “a ?” What is going on!????,@123062 Let us help you get this sorted out. Join us in DM so we can better assist you: https://t.co/GDrqU22YpT,Let us help you get this sorted out. Join us in DM so we can better assist you:,3,True
conv_32360,32360,123168,general_inquiry_other,@AppleSupport how can I unsubscribe to an auto renewing app in my iPhone?,how can I unsubscribe to an auto renewing app in my iPhone?,@123168 This resource should do the trick. Check out the steps under 'Turn on Automatic Downloads': https://t.co/2oRvemLiMD,This resource should do the trick. Check out the steps under 'Turn on Automatic Downloads':,4,True
conv_32383,32383,123175,general_inquiry_other,Hey @AppleSupport this is what happened after 10.13.1 please advise.!! https://t.co/ak14ZArtkf,Hey @AppleSupport this is what happened after 10.13.1 please advise.!!,@123175 We want your Mac to work as expected. Does this message come back up if you click the Restart button?,We want your Mac to work as expected. Does this message come back up if you click the Restart button?,4,False
conv_32408,32408,123183,general_inquiry_other,Hey @AppleSupport what is this? https://t.co/w5U5vm212P,Hey @AppleSupport what is this?,"@123183 Let's work together to figure it out. To start, which exact iOS version do you have installed?","Let's work together to figure it out. To start, which exact iOS version do you have installed?",4,False
conv_32414,32414,123185,general_inquiry_other,@AppleSupport I keep getting a question mark inside a box?? I️ updated my phone and it’s still doing it. 🤦🏽‍♀️,I keep getting a question mark inside a box?? I️ updated my phone and it’s still doing it. 🤦🏽‍♀️,@123185 We want to help with this. Reach out to us in DM with more information. https://t.co/GDrqU22YpT,We want to help with this. Reach out to us in DM with more information.,2,True
conv_32426,32426,123189,general_inquiry_other,@AppleSupport why does my iPhone keep changing my i’s to I️ I️ I️ ??? 🤬🤬🤬,why does my iPhone keep changing my i’s to I️ I️ I️ ??? 🤬🤬🤬,@123189 We can help out. Could you Direct Message us and let us know what iOS version you're on? https://t.co/GDrqU22YpT,We can help out. Could you Direct Message us and let us know what iOS version you're on?,2,True
conv_32430,32430,123191,general_inquiry_other,@AppleSupport what’s going on with this issue???,what’s going on with this issue???,@123191 Tell us more about what's happening. Please send us a DM with additional details. https://t.co/GDrqU22YpT,Tell us more about what's happening. Please send us a DM with additional details.,2,True
conv_32436,32436,123193,general_inquiry_other,@AppleSupport ios11 made my 7plus so laggy & it freezes on apps 24/7. Please fix this,ios11 made my 7plus so laggy & it freezes on apps 24/7. Please fix this,"@123193 We can help with that and want your iPhone working as expected. To clarify, which version of iOS 11 do you have installed?","We can help with that and want your iPhone working as expected. To clarify, which version of iOS 11 do you have installed?",4,False
conv_32442,32442,123195,general_inquiry_other,"@AppleSupport It looks like spam, but it bypassed my spam filter. cc: @123196 https://t.co/BORlKFTmWz","It looks like spam, but it bypassed my spam filter. cc: @123196","@123195 Sure is phishing. Learn more about phishing and suspicious emails, as well as how to report them here: https://t.co/LNMCdqt6fD","Sure is phishing. Learn more about phishing and suspicious emails, as well as how to report them here:",3,True
conv_33316,33316,123363,general_inquiry_other,Why did my phone turn to shit after all these recent updates? 🤔@AppleSupport,Why did my phone turn to shit after all these recent updates? 🤔@AppleSupport,"@123363 We want your iPhone running great, too. What obstacles are you facing that we can help with today?","We want your iPhone running great, too. What obstacles are you facing that we can help with today?",8,False
conv_33338,33338,123369,general_inquiry_other,@AppleSupport the weird symbol thing when I️ type happens to me,the weird symbol thing when I️ type happens to me,@123369 You've come to the right place for help. What type of device are you using? Let us know via DM. https://t.co/GDrqU22YpT,You've come to the right place for help. What type of device are you using? Let us know via DM.,3,True
conv_33351,33351,123374,general_inquiry_other,@AppleSupport Why am I loosing songs I’ve downloaded on Apple Music. It won’t let me download them again either. Greyed our on playlists too,Why am I loosing songs I’ve downloaded on Apple Music. It won’t let me download them again either. Greyed our on playlists too,@123374 Thanks for getting in touch. We'd like to assist. DM us and we'll go from there. https://t.co/GDrqU22YpT,Thanks for getting in touch. We'd like to assist. DM us and we'll go from there.,2,True
